EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
278536,SAN BERNARDINO AND RIVERSIDE COUNTY VALLEYS - THE INLAND EMPIRE (ZONE), ,01/14/2011,100,High Wind,50.00, ,0,0,15000,0,CA,PST-8,EG,47796,Z,48,SGX,0,3,Newspaper, , , , , , , , , , , , ,"Moderately high winds, estimated between 40 and 50 MPH, were blamed for downed power lines and a subsequent transformer explosion which killed three residents in the 5400 block of Acacia Avenue in San Bernardino, CA. The residents went outside to see what caused the explosion and a few small spot fires from sparks, and were electrocuted trying to extinguish the fires and help each other. A water line ruptured at the victims' house and 2700 customers also lost power because of the downed lines.","A Santa Ana event caused areas of gusty winds in the mountains. Winds were blamed for playing a role in 3 fatalities.",1
278541,SANTA ANA MOUNTAINS AND FOOTHILLS (ZONE), ,01/20/2011,30,High Wind,64.00, ,0,0,0,0,CA,PST-8,MG,47798,Z,57,SGX,0,0,RAWS, , , , , , , , , , , , ,"High winds began at the Fremont Canyon RAWS between 0830 and 0930 PST, during which time a peak gust of 74 MPH was measured. High winds ended between 1730 and 1830 PST.","A high pressure ridge built along the west coast, along with high pressure building over the great basin, set up a pattern favorable for moderate to strong Santa Ana winds across southwest California.",2
278543,SANTA ANA MOUNTAINS AND FOOTHILLS (ZONE), ,01/23/2011,230,High Wind,56.00, ,0,0,0,0,CA,PST-8,MG,47800,Z,57,SGX,0,0,RAWS, , , , , , , , , , , , ,"High winds began at the Fremont Canyon RAWS between 0230 and 0330 PST, during which time a peak gust of 64 MPH was measured by the spotter. High winds ended between 0530 and 0630 PST.","North to Northeast winds behind a trough of low pressure over Arizona and surface high pressure over the Great Basin brought moderate to locally strong offshore winds through and below canyons and mountain passes.",3
284457,SAN BERNARDINO AND RIVERSIDE COUNTY VALLEYS - THE INLAND EMPIRE (ZONE), ,02/02/2011,1200,High Wind,55.00, ,0,0,60000,0,CA,PST-8,EG,48611,Z,48,SGX,0,0,Fire Department/Rescue, , , , , , , , , , , , ,"High winds knocked over a 70-75' tree with a 30 diameter trunk that fell on three units of a multi-unit apartment community in Glen Avon, near Riverside. Power lines were also down. No injuries reported, but the three units were declared uninhabitable and the residents relocated.|Five big rigs went down due to winds in the early morning on the 3rd in the area near Interstates 10 and 15 interchange in Ontario. Another crashed on HIghway 60 near I-15. No injuries were reported.","A strong cold upper level low pressure system moved southward from the Four Corners region into northern Mexico. Strong surface high pressure settled over the Great Basin and helped to bring strong offshore winds from the 2nd through the 4th of the month. The strongest winds occurred in and below the canyons and passes, causing downed trees and power lines.",4
284779,RIVERSIDE CO.,INDIO,02/18/2011,1700,Flash Flood, , ,0,0,0,0,CA,PST-8, ,48695,C,65,SGX,0,0,Trained Spotter,Heavy Rain, , ,1,NNE,3,SE,THERMAL,33.745,-116.2244,33.6113,-116.1173,"Widespread urban flooding of highways and rural flooding of secondary streets in the Indio/La Quinta/Thermal area. Instantaneous rain rates were a quarter to a third of an inch per hour at times. There was also flash flooding of washes at the Whitewater River crossings (Dune Palms/Adams Street) in La Quinta.","A cold storm system dropped south from the Gulf of Alaska, bringing waves of precipitation and a few thunderstorms with pea-sized hail to the area. Upslope flow helped to increase precipitation totals in the mountains in general, but the upper-level dynamics caused the highest totals in the San Diego County mountains and surrounding areas. Large flows occurred in the Tijuana River and its tributaries. The snow level dropped to 3500 feet toward the end of the event, resulting in well over a foot of snow at many of the mountain ski resorts.",5
284792,RIVERSIDE COUNTY MOUNTAINS (ZONE), ,02/25/2011,2200,Heavy Snow, , ,0,0,0,0,CA,PST-8, ,48698,Z,56,SGX,0,0,Trained Spotter, , , , , , , , , , , , ,"A spotter in Idyllwild reported a storm total snowfall of 15 inches. A spotter in Pine Cove reported a storm total snowfall of 20.75 inches.","A very cold storm system dropped south from the Gulf of Alaska, accompanied by a strong cold front packing gusty winds and moderate to heavy rain and snow. Snow fell as low as 1000 feet, with accumulations generally above 1500 feet. Winter Storm conditions developed in the mountains above 5000 feet where 15 to 30 inches of snow was reported by the end of the storm. Gusty winds also contributed to areas of blowing snow, further reducing visibility.",6
292181,COACHELLA VALLEY (ZONE), ,03/07/2011,700,High Wind,63.00, ,0,0,7500,0,CA,PST-8,MG,49744,Z,61,SGX,0,0,RAWS, , , , , , , , , , , , ,"High winds began in the Coachella Valley between 0750 and 0850 PST, during which time a peak gust of 72 MPH was measured by the Whitewater RAWS. High winds ended between 1350 and 1450 PST. A downed power pole closed a portion of Indian Canyon Road and a tractor trailer overturned near the intersection of Interstate 10 and Highway 111, but no injuries reported.","A strong westerly jet and associated shortwave trough moved quickly over the region accompanied by strong winds in the mountains and deserts, along with light rain over the coastal areas.",7
298867,COACHELLA VALLEY (ZONE), ,04/07/2011,700,High Wind,50.00, ,0,0,1000,0,CA,PST-8,EG,50674,Z,61,SGX,0,0,Newspaper, , , , , , , , , , , , ,"Gusty winds were responsible for moderate damage in the Coachella Valley on the 7th. A power line fell in an alley in the town of Coachella, causing six homes to be evacuated as a precaution while power was restored. Two trees fell in the Indian Springs area, one landing on the hood of an SUV and the other blocking traffic in Palm Desert. No injuries or fires were reported with any of the incidents. The Palm Springs Tramway closed its mountain station early due to high winds.","A very cold, late-season storm system dropped south through California, bringing a wintry mix of rain and mountain snow, as well as strong winds. In advance of the storm, winds gusted to 60 mph east of the mountain crests, causing some downed power lines and trees. Due to the inside track of the storm, moisture was limited and confined in and west of the mountains. Some areas even saw some lightning and periods of small hail in the post-frontal, unstable air. Snow totals were as follows: 7 to 14 inches above 6500 feet, 3 to 6 inches above 5500 feet, 1 to 3 inches above 2800 feet and due to the very cold temperatures, the snow level was as low as 2000 feet with traces of snow there. The very low snow level is significant for the month of April.",8
298869,COACHELLA VALLEY (ZONE), ,04/21/2011,300,High Wind,50.00, ,0,0,8000,0,CA,PST-8,EG,50676,Z,61,SGX,0,0,Newspaper, , , , , , , , , , , , ,"The Palm Springs Airport measured a wind gust of 45 mph on the 21st. The gusty winds were responsible for blowing over a single-engine, Cessna 172 aircraft after it landed Thursday afternoon around 1230 PST. The pilot, the only passenger, was not injured. Also, Indian Canyon Drive was closed due to large amounts of blowing sand near the Whitewater Wash around 1500 PST on the 21st. It had recently been reopened after being closed just a couple of days prior for blowing sand as well.","A series of storm systems moving across the Pacific Northwest was to blame for the windy conditions experienced in Southern California in late April. A particularly strong jet moving across the Pacific brought periods of strong winds to the mountains and deserts. The winds were responsible for blowing sand on roadways and even overturning one small plane.",9
310736,COACHELLA VALLEY (ZONE), ,05/08/2011,1300,High Wind,50.00, ,0,0,20000,0,CA,PST-8,EG,52123,Z,61,SGX,0,0,Newspaper, , , , , , , , , , , , ,"Strong winds took down 35-40 trees at the Rancho Mirage Public library between late Sunday (8th) and early Monday (9th). The trees were mature, 15 to 20 foot tall mesquites and palo verdes. Nearby Thousand Palms recorded a wind gust of 40 MPH at 0300 PST Monday, while Thermal airport recorded a gust of 53 MPH at 2300 PST Sunday. No other damage was done to the library and no one was injured.","Deepening low pressure aloft and strong onshore flow brought gusty winds to southern California, mainly in the mountains and deserts. These winds toppled several trees and at least one power pole, which resulted in a small brush fire in Palm Springs.",10
